word,title_id,create_time,review_time,due_time,review_count,prev_context,next_context,streak_count
perspicacious,35,1734782695,1734782695,1734782995,0,"to find there except blood.
Dear Blue,
I—
I don’t know what to say. Even ",", almost prescient Mrs. Leavitt lacks a model. Birthdays, yes (it’s mine, by the way, to",0
apophenic,35,1734782953,1734782953,1734783253,0,"am yours in other ways as well: yours as I watch the world for your signs, "," as a haruspex; yours as I debate methods, motives, chances of delivery; yours as I review",0
epiphyte,35,1734890275,1734890275,1734890575,0,"with a tenderness that draws a tremble from her jawline. “You root in the air, my ",". It’s no hard thing to trace the new growth to you, singly. You have always",0
Steganography,35,1734890641,1734890641,1734890941,0,"hides it so the techs won’t notice, so even Commandant won’t see. She hopes."," is hidden writing. You hide a message in a crossword puzzle, a novel, a work of",0
defamiliarization,35,1734892639,1734892639,1734892939,0,"talks at Google and Pixar on generating novel approaches to political, economic, and social problems through "," and research. He has been thrown from a horse in Mongolia, wrecked a bicycle in Angkor",0
remunerative,36,1734904541,1734904541,1734904841,0,"Chancery, had been conferred upon me. It was not a very arduous office, but very pleasantly ",. I seldom lose my temper; much more seldom indulge in dangerous indignation at wrongs and outrages,0
abrogation,36,1734904558,1734904558,1734904858,0,"must be permitted to be rash here and declare, that I consider the sudden and violent "," of the office of Master in Chancery, by the new Constitution, as a—premature act; inasmuch",0
remonstrated,36,1734904857,1734904857,1734905157,0,"be matched—for these reasons, I was willing to overlook his eccentricities, though indeed, occasionally, I "," with him. I did this very gently, however, because, though the civilest, nay, the blandest and",0
obstreperousness,36,1734905702,1734905702,1734906002,0,"knee to the neck. I thought Turkey would appreciate the favor, and abate his rashness and ", of afternoons. But no. I verily believe that buttoning himself up in so downy and blanket,0
potations,36,1734905887,1734905887,1734906187,0,"his birth charged him so thoroughly with an irritable, brandy-like disposition, that all subsequent "," were needless. When I consider how, amid the stillness of my chambers, Nippers would sometimes impatiently",0
Syndic,37,1735008318,1735008318,1735008618,0,"and lackadaisical as the day promised to make most men. 
Another summer in service to the "," of Beryl, sweating and grimy, thanklessly shielding him from political rivals and his undisciplined native troops",0
redolent,37,1735009554,1735009554,1735009854,0,"from other recent screams. Those had been filled with pain, rage, and fear. This one was "," of something darker. 
He hemmed and hawed in that way he and his brother One-",0
perspicacity,37,1735124598,1735124598,1735124898,0,"note, gentlemen? The Croaker, our esteemed master of the arts cleric and medical, has had the ", to discover that I am drunk.” He punctuated his speech with belches and mispronunciations. He surveyed,0
malinger,37,1735482390,1735482390,1735482690,0,"square’s center. “Out with that table, boys.”
“Out with you,” Goblin squawked. “Think you can ", your way through this?” He wheeled on Elmo. “Damned old cripple’s always got an excuse,0
salutary,37,1735510209,1735510209,1735510509,0,"Let it be,” Soulcatcher said. “We don’t have time for this.” His displeasure had a "," effect. Neither Goblin nor One-Eye said another word. 
We slid the stone onto the",0
Argent,37,1736452163,1736452163,1736452463,0,"giggling. 
One-Eye cussed a literal blue streak, a cerulean banner trailing from his lips. "," lettering proclaimed his opinion of Goblin. 
“Knock it off!” the Lieutenant thundered belatedly. “We don’t",0
windrows,37,1736726187,1736726187,1736726487,0,"departed, chasing Soulcatcher. The Rebel wizards could not stem it on any significant scale. Thus the "," of dead. 
Even so, many of the enemy proved partially or wholly immune, and not all",0
encomiastic,38,1736818238,1736818238,1736818538,0,"court is a straight transposition, with the opening four couplets of whoever’s written the best "," poem—that’s praise poetry, which I’m sure you do know if you can count",0
euphony,38,1736845296,1736845280,1736845596,0,a chord that made Mahit wince but seemed not to strike Three Seagrass as lacking any ,".
Three Seagrass went to the door and punched in a code on the wall-keypad",0
availed,38,1736845499,1736845499,1736845799,0,"ixplanatl Four Lever left the operating theater I stayed a little while with the corpse, and "," myself of the theater’s imaging equipment,” Twelve Azalea said. “My current assignment within the Information",0
Numinous,38,1736899656,1736899656,1736899956,0,old friends could pick up the precise citation? Not that she’d read Dispatches from the , Frontier. It wasn’t a text that had ever reached Lsel Station. It sounded like one,0
profligate,38,1736909566,1736909566,1736909866,0,"as a fundamental error. “In addition, I am fascinated to know that my predecessor was so "," with sharing what is proprietary technology.”
“I see it’s taken your liaison approximately thirty-",0
caesura,38,1737489722,1737489722,1737490022,0,"Thirteen Penknife, who used the same vowel-sound pattern repeated on either side of a ",".
Imitating Thirteen Penknife seemed to be the order of the day, after that—Three Seagrass took",0
referents,38,1737489885,1737489885,1737490185,0,"and she was just barely good enough to follow this game, recognize a few of the ",". If she tried herself she’d—oh, they wouldn’t laugh. They’d be indulgent. Indulgent",0
auspices,38,1737515038,1737515038,1737515338,0,"-palace location
* * *
Stationer contacts with nonhumans have primarily been mediated through the ", of neighboring polities: a salient example is the extant treaty between the Teixcalaanli Empire and the,0
polities,38,1737515046,1737515046,1737515346,0,"* * *
Stationer contacts with nonhumans have primarily been mediated through the auspices of neighboring ",: a salient example is the extant treaty between the Teixcalaanli Empire and the Ebrekti; as Stationer,0
phatic,38,1737589509,1737589509,1737589809,0,"to the beginning, the opening of the ships, the marching troops in gold and grey, the "," commentary of the newsfeed hosts.
Nineteen Adze handed her a tiny cup of the coffee, as",0
mandorla,38,1737817102,1737817102,1737817402,0,could do that to a person if they were sensitive—but they surrounded him with a ," of sunlight that Mahit thought was deliberately reminiscent of the sun-spear imperial throne.
“Ambassador",0
incipient,38,1737825178,1737825178,1737825478,0,"hand and her head, aching with what was almost certainly a tension headache and not an "," neurological event. Almost certainly.
Their steps echoed on the marble. On Lsel there was never an",0
labile,38,1738020617,1738020617,1738020917,0,"plan, no matter how absurd or impossible. And weren’t all three of them rather emotionally ",", just recently? “For Her Excellency—Mahit, how do you feel about writing some very pointed poetic",0
gauche,38,1738020653,1738020653,1738020953,0,"it.”
“Do you often post poems on open newsfeeds?” Mahit asked, fascinated.
“It’s a little ",",” said Three Seagrass, “but these are difficult times, and that exquisitely boring Fourteen Spire won the",0
supercilious,40,1740093488,1740093488,1740093788,0,"a good deal at luncheon, and his determination to have my company bordered on violence. The "," assumption was that on Sunday afternoon I had nothing better to do.
I followed him over",0
